R0000100,R0536300,R0536401,R0536402,R1235800,T8122500,R1482600,S3659000,S3681000,S3697000,S3713000,S3729000,S3757000,S5041700,S6783100,S8689700,T1109400,T3186900,T4597800,T6231000,T7732100,T9133500
PUBID_1997,KEY!SEX_1997,KEY!BDATE_M_1997,KEY!BDATE_Y_1997,CV_SAMPLE_TYPE_1997,VERSION_R16_2013,KEY!RACE_ETHNICITY_1997,YEMP_OCCODE_2002_01_1997,YEMP_OCCODE_2002_01_1998,YEMP_OCCODE_2002_01_1999,YEMP_OCCODE_2002_01_2000,YEMP_OCCODE_2002_01_2001,YEMP_OCCODE_2002_01_2003,YEMP_OCCODE_2002_01_2004,YEMP_OCCODE_2002_01_2005,YEMP_OCCODE_2002_01_2006,YEMP_OCCODE_2002_01_2007,YEMP_OCCODE_2002_01_2008,YEMP_OCCODE_2002_01_2009,YEMP_OCCODE_2002_01_2010,YEMP_OCCODE_2002_01_2011,YEMP_OCCODE_2002_01_2013
1702,1,4,1982,1,-5,4,7610,9620,-5,7150,7150,9520,9520,9520,9520,-5,-5,-5,-5,-5,-5
1703,2,7,1980,1,429,4,4760,4700,5000,4840,4940,-5,-5,-5,-5,-5,-5,5000,5930,-4,-4
1704,1,7,1982,1,429,4,4130,4110,4740,4740,7200,9360,9360,9360,9360,1610,1610,1610,1610,4350,4350
1705,2,11,1981,1,429,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1706,2,12,1984,1,429,4,-4,-4,3920,-4,-4,130,4010,-4,-4,-4,520,520,-4,2600,2600
1707,1,10,1980,1,-5,1,7310,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1708,1,8,1982,1,429,4,-4,-4,-4,9620,9620,5620,5620,5620,5620,9130,9130,9130,9130,9130,9130
1709,2,5,1980,1,-5,4,430,430,430,430,430,5930,5930,5930,5240,5840,-5,-5,-5,-5,-5
1710,1,3,1983,1,-5,4,-4,-4,-4,4000,-5,7010,-5,-5,-5,-5,-5,-5,-5,-5,-5
1711,1,1,1980,1,429,4,-4,9610,-4,1560,-5,9130,9130,7340,8300,8300,8300,-4,700,9130,-4
1712,2,1,1983,1,429,4,-4,-4,-4,-4,4030,4720,4030,-5,-5,-5,-5,-5,-5,-5,3130
1713,2,12,1984,1,429,4,-4,-4,-4,-4,4050,9620,9620,2300,-5,4600,2810,4610,4610,2850,1040
1714,1,10,1983,1,429,2,-4,-4,4220,9610,9600,9600,9620,-5,4250,5610,9990,4250,8720,-4,4250
1715,1,2,1981,1,-5,4,6260,9620,5620,9600,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,-5
1716,2,2,1982,1,429,4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1717,2,12,1984,1,-5,4,-4,-4,-4,-4,4050,4010,4010,4110,4110,-5,4720,4720,5240,4720,-5
1718,2,4,1981,1,429,2,6050,6050,-5,4720,3650,3650,3650,3650,3650,3650,3650,3650,3650,-4,5400
1719,2,1,1983,1,429,2,-4,-4,4220,-4,9610,5520,5520,5520,5520,5520,5520,5520,5520,5350,5350
1720,1,10,1981,1,429,4,-4,-4,4030,4030,4030,3940,6320,6260,6320,6320,8960,8960,8960,6320,6320
1721,1,9,1980,1,429,2,-4,4000,8960,-5,6330,6330,7700,7700,7700,4250,6220,6730,6730,6730,6200
1722,1,3,1981,1,429,2,-4,-5,8140,8960,9620,9130,9130,9130,9130,9600,9620,9130,9130,9130,9130
1723,2,6,1981,1,429,2,6050,-5,-4,9640,4050,9610,9610,-4,4220,4220,4050,4050,4050,4050,-4
1724,1,3,1981,1,-5,2,6010,6010,-5,6260,6260,6260,-5,-5,-5,-5,-5,-5,-5,7410,-5
1725,1,3,1980,1,-5,2,6260,4760,4760,4760,-5,-5,6220,-5,-5,-5,-5,-5,-5,-5,-5
1726,1,1,1982,1,-5,2,-4,-4,7260,6260,9520,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1727,1,6,1982,1,429,2,-4,-4,5620,4140,5610,5620,5620,5620,7120,7120,7410,6230,6230,6230,9600
1728,2,4,1983,1,429,2,-4,-4,-4,8800,8800,-4,-4,8800,8800,8800,-4,-4,-4,-4,-4
1729,1,12,1984,1,-5,2,-4,-4,6050,6050,4020,6260,-5,6240,6050,6050,4220,6760,6760,6760,-5
1730,2,11,1981,1,429,4,5400,4740,4740,4740,4720,4720,5240,5240,5240,5240,9620,9620,9620,9620,9620
1731,2,12,1980,1,-5,4,5400,-5,-5,-5,-5,4720,-5,-5,-5,-5,-5,-5,-5,-5,-5
1732,1,8,1984,1,429,4,-4,-4,-4,-4,9620,4020,4020,4030,7620,7620,7620,7620,4030,-5,7810
1733,2,11,1981,1,429,4,4940,4940,5120,4940,4320,4650,5400,4760,5700,5700,5400,4940,4940,4940,2850
1734,1,7,1983,1,429,4,-4,-4,-4,9990,4020,9360,4720,-5,4720,7420,7260,4220,4220,4220,7340
1735,1,3,1980,1,429,4,4140,-4,4250,4250,6350,6350,6350,6350,6350,6350,6350,6350,6350,6350,6350
1736,2,7,1983,1,-5,4,-4,-4,9610,4760,4720,5240,4760,4110,4040,4040,-5,-5,-5,-5,-5
1737,1,10,1981,1,-5,4,-4,5620,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8030,-5,-5
1738,1,10,1981,1,-5,4,-4,5620,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1739,2,10,1982,1,429,4,-4,2340,-4,4720,4720,4720,4050,4130,4130,4130,3410,3410,3410,-4,-4
1740,1,10,1983,1,429,4,-4,-4,-4,4220,-4,520,-5,5620,-5,-5,-4,-4,-4,-3,4650
1741,1,11,1984,1,429,4,-4,-4,8960,4220,4220,4220,4220,4220,4220,-4,-3,-3,-5,-3,-3
1742,2,10,1982,1,-5,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1743,2,10,1982,1,-5,4,-4,-5,-5,-5,-5,-5,-5,4810,4810,4810,4810,4810,-5,-5,-5
1744,1,11,1983,1,429,4,-4,4900,4250,4250,4250,4200,4200,5530,7300,7300,7300,7300,7300,7300,7300
1745,2,5,1984,1,429,4,-4,5860,-4,4940,4720,-4,5400,3650,3630,730,3730,3650,3650,3650,3600
1746,1,10,1982,1,429,4,-4,4720,7150,5620,7020,1540,2630,2630,2630,2630,2630,2630,220,220,220
1747,2,9,1982,1,429,4,-4,-4,4060,-4,-4,-4,4760,4760,4030,4760,4760,4760,4700,4700,120
1748,1,11,1982,1,-5,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1749,2,12,1982,1,429,4,-4,4760,4760,-5,130,4700,4700,350,3130,-5,-5,5000,-5,-5,4850
1750,2,3,1981,1,429,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3500,-4,-4
1751,2,4,1981,1,-5,4,4720,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5340,-5,5340,-5
1752,2,6,1983,1,429,4,-4,-4,4760,5240,5240,4760,4760,5240,4850,4850,4760,4760,4760,4760,4760
1753,1,1,1980,1,429,4,-4,9620,4220,-4,2850,430,430,430,4760,4760,4760,4760,850,7420,7420
1754,2,2,1981,1,429,4,4760,-5,5310,-5,-5,5310,5240,5240,5240,4940,4830,4230,4230,-4,5400
1755,1,6,1980,1,429,4,4110,-4,1960,1960,1960,1020,710,710,1100,1100,1100,1100,1100,430,430
1756,2,10,1980,1,-5,4,5860,2720,2310,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1757,1,3,1983,1,429,4,-4,4250,-4,2720,2720,2720,6260,6260,410,1000,850,830,830,910,120
1758,1,9,1981,1,-5,4,4130,4030,4230,4620,4620,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
1759,1,9,1983,1,429,4,-4,-4,4020,4130,9610,-5,-5,-5,8810,6420,6230,6230,6230,6230,6230
1760,2,11,1980,1,429,1,-4,-4,5510,-5,4230,-5,5000,-5,5320,5620,5610,5620,-4,-4,-4
1761,2,10,1981,1,-5,1,-4,-4,-4,-5,-5,-5,-4,-4,-4,-4,-4,7750,-4,-4,-5
1762,1,10,1981,1,-5,1,4250,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1763,1,8,1983,1,429,1,-4,-4,4220,-4,5620,-5,-5,9610,-4,-4,-5,-4,-4,-4,-4
1764,1,8,1980,1,-5,4,4130,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1765,1,2,1983,1,429,4,6260,-4,4050,-5,4760,6200,4720,4250,4200,9600,160,8800,9130,8740,8960
1766,1,5,1982,1,429,4,-4,-4,4220,2700,4940,4720,9130,9130,9130,9130,9610,4720,4030,4030,9610
1767,1,10,1983,1,429,4,-4,-4,9620,-4,4430,6230,4020,4250,4250,4250,4250,4250,-4,4720,4020
1768,1,3,1980,1,429,1,9130,8740,8740,8740,8740,5240,5240,5240,5240,5240,5240,5240,5240,5240,7810
1769,2,8,1981,1,429,1,-4,5820,5700,5700,5700,5700,5810,3410,5840,5840,5930,5930,5930,5930,2140
1770,1,5,1981,1,429,2,-4,-4,-4,-5,-5,3600,3600,3600,9620,3410,3410,3600,3600,3600,3600
1771,1,8,1980,1,429,4,4250,-5,5620,4250,-4,1100,4820,4740,8960,8960,8960,1100,1100,1100,1110
1772,2,7,1982,1,429,4,-4,4030,4250,4110,4110,4740,5620,5620,5620,2010,2010,5000,5000,5000,5000
1773,2,12,1984,1,429,4,-4,-4,-4,4600,4600,5700,4600,4600,4620,2330,2330,2330,2330,2330,2330
1774,2,5,1984,1,-5,4,-4,-4,-4,-4,4060,4720,4720,4720,4720,4720,5160,5160,-5,-5,-5
1775,1,6,1980,1,429,4,9620,4720,7950,7950,8960,8960,8960,8960,8960,9610,9610,9610,9610,9610,9610
1776,2,2,1980,1,429,4,4050,4720,5240,5240,5400,5400,5240,5240,5400,5400,4720,-4,3130,3130,3130
1777,1,10,1981,1,429,4,-4,-4,-5,-5,5620,5620,-5,-5,8960,-4,5630,5630,9600,9600,5620
1778,1,3,1983,1,429,4,-4,9620,4050,4020,-5,7200,7700,-5,7700,7210,8140,8140,8140,1040,730
1779,1,12,1984,1,429,4,-4,-4,5510,5510,9620,5620,-4,7200,7200,7200,7200,7200,7200,7200,7200
1780,2,2,1983,1,429,4,-4,-4,4130,4150,5160,4760,5400,5160,5160,-5,4040,4040,2820,4960,4850
1781,2,7,1983,1,-5,2,-4,4140,-4,-4,5860,9130,9130,2300,2540,2540,2540,-5,-5,-5,-5
1782,2,11,1980,1,429,4,4760,4720,5620,-5,-5,5000,5000,-5,-5,5000,5000,5000,5000,-5,5700
1783,2,4,1981,1,429,4,2720,4600,2540,2300,2300,5160,2540,2540,-4,1550,1550,2310,2310,2310,2320
1784,2,1,1983,1,429,4,-4,-4,5400,4150,-4,800,5400,-4,2910,2910,2910,2200,2200,2200,2200
1785,2,7,1983,1,429,4,-4,-4,-4,4760,-4,2740,-4,-4,-4,5300,340,4150,4150,4150,9610
1786,2,9,1980,1,429,1,-4,4030,4720,8710,8710,8710,8960,8960,8960,8960,310,310,310,310,310
1787,1,8,1984,1,429,1,-4,-4,-4,4130,-4,8340,-4,-4,-4,8540,8540,8540,4050,4050,4220
1788,1,10,1982,1,-5,1,-4,-4,4020,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5
1789,2,12,1983,1,429,1,-4,4050,4050,4720,-4,4720,4720,4720,4720,-4,-4,-4,-4,-4,-4
1790,1,5,1980,1,429,1,-4,4020,4020,4600,4600,5100,3920,3920,-4,6230,430,6230,-4,4020,430
1791,1,1,1982,1,429,1,-4,4720,4050,-4,6350,4020,4020,-4,9130,9130,6260,4710,9620,9620,-4
1792,2,9,1980,1,-5,1,4600,-4,4600,-5,3600,2540,2300,-5,2300,-5,-5,-5,-5,-5,-5
1793,2,3,1983,1,429,1,-4,-4,-5,-5,-5,4610,4610,3600,3600,3600,2000,3600,3600,3600,5330
1794,1,3,1983,1,429,1,-4,-4,-5,-5,-5,4220,4220,9130,9130,7120,7120,3920,9130,-4,9130
1795,1,11,1981,1,429,1,4220,4220,4760,4220,4220,4760,-5,4760,-4,1550,1550,1550,1550,-4,7750
1796,2,11,1981,1,-5,4,4740,-5,-5,-5,-5,5240,-5,-5,-5,-5,-5,-5,-5,-5,-5
1797,1,8,1983,1,429,4,-4,-4,-4,-4,4250,6420,6420,6420,4700,4700,4700,4700,4700,4700,4700
1798,2,7,1983,1,429,4,-4,-4,4600,-4,-4,-4,-4,-4,-4,4250,-4,-4,-4,-4,-4
1799,1,8,1984,1,429,4,-4,-4,-4,-4,4050,6230,-5,-5,-5,-5,-5,-5,-5,-5,8040
1800,2,5,1981,1,429,4,4140,-5,4020,4030,4740,4520,4230,4200,4200,3410,3410,-4,-4,-4,4230
1801,2,8,1980,1,429,4,3600,2300,3510,5110,5400,410,410,120,120,9610,4610,4610,-4,-4,-4
1802,1,9,1983,1,429,4,-4,-4,5620,5620,5620,4700,4700,4700,4700,-5,-5,4700,-5,4700,4700
1803,1,11,1980,1,429,4,5240,5240,5240,7810,6230,7200,7200,7200,7200,7200,7200,7200,7200,7020,-4
1804,2,4,1983,1,429,4,-4,-4,4720,-4,5900,4760,4760,3600,3600,3600,3600,3600,3600,3500,3500
1805,1,2,1984,1,429,1,-4,-4,9620,4020,4020,-3,-3,-3,5260,7340,7340,7340,7340,7340,50
1806,2,3,1984,1,-5,4,-4,2720,2720,5620,5620,3600,3600,3600,3130,3130,-5,-5,-5,-5,-5
1807,1,7,1981,1,429,4,-4,-5,5400,7750,-5,7750,7750,8250,1540,1540,1540,1540,1540,1540,1540
1808,1,3,1984,1,429,4,-4,-4,7200,-4,-4,-4,-4,6260,2340,6050,4010,4700,4220,2540,2540
1809,1,11,1981,1,429,4,-4,5620,4720,-4,-4,-4,-4,-4,-4,1960,4720,4720,4720,3540,3540
1810,1,7,1983,1,429,4,-4,-4,-4,4720,4720,4720,4720,2200,1400,1400,1400,1400,1400,1400,1400
1811,1,10,1984,1,429,4,-4,-4,-4,-4,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720
1812,2,8,1983,1,429,4,-4,-4,-4,2720,7840,4030,4030,4030,2310,2310,2310,2310,2310,7800,2340
1813,1,6,1981,1,429,4,6050,5610,4850,4850,1400,7010,7010,7010,7010,7010,1040,1040,1040,1040,1100
1814,2,4,1983,1,429,4,-4,4720,4720,4060,4110,5100,5400,5110,5110,5110,5110,5110,-4,-4,-4
1815,1,8,1980,1,429,4,-4,4220,5700,-4,4220,5620,5620,4700,4700,4700,4700,4700,4700,4700,4700
1816,1,8,1980,1,429,2,-4,3950,5860,-4,9150,9640,7810,7810,7810,4250,4250,4250,4250,4250,4250
1817,1,4,1983,1,429,4,-4,-4,430,4060,310,3920,3920,3730,2040,2040,2040,2040,2040,2040,2040
1818,2,3,1983,1,429,1,-4,-4,-4,-4,4740,3600,3600,3600,3600,3600,3600,3530,3530,3530,3300
1819,1,7,1981,1,429,4,4050,4720,1000,6240,9350,50,910,910,910,910,4810,4810,4810,4810,4810
1820,1,4,1981,1,429,4,2720,4130,4760,2630,5330,4110,4110,4110,4110,5100,4110,4110,4110,4110,4110
1821,2,12,1980,1,-5,4,4720,4760,4110,5700,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1822,2,12,1980,1,-5,4,7840,4760,4720,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1823,1,1,1984,1,429,4,-4,-4,-4,4720,4020,4010,4010,7200,7200,-4,7150,7200,7200,4050,4750
1824,2,12,1982,1,429,4,-4,-4,4720,5240,4760,5240,5240,5240,430,2320,2310,2310,2310,2310,-4
1825,1,6,1984,1,429,4,-4,-4,-4,6260,9620,9130,9130,5120,2340,840,840,840,840,840,840
1826,1,10,1981,1,429,4,-4,4760,4760,4760,4760,4430,2540,4760,1010,1010,1010,1010,1010,1010,1010
1827,1,1,1982,1,429,4,-4,4020,4760,7010,7010,1040,1040,1040,1040,1110,1110,1110,1110,1110,1360
1828,1,7,1983,1,429,4,-4,4030,5240,9620,-5,-3,-3,5930,4760,-5,-3,5620,-4,-4,700
1829,2,3,1983,1,429,4,-4,-4,9990,9990,4110,5620,5620,4760,3300,3300,3300,3300,3300,3300,3300
1830,1,11,1980,1,429,4,-4,5240,4020,4020,6260,2310,2310,2320,2320,2320,2320,2320,2320,2320,2320
1831,1,9,1983,1,429,4,-4,-4,-4,9620,4130,6260,4720,4220,5610,5610,3920,3920,3920,3920,3920
1832,1,12,1984,1,429,4,-4,-4,-4,-4,-5,-4,-4,5620,6520,3600,5620,4020,4020,4020,9620
1833,2,10,1983,1,429,4,-4,-4,-4,4720,4720,2720,2720,2720,2720,2720,2720,2320,4600,2720,2720
1834,1,12,1983,1,429,4,-4,-4,4720,4150,4050,4050,4050,4030,4030,4720,4720,4720,4720,4720,4720
1835,2,10,1981,1,-5,4,7840,-5,4720,4720,4720,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1836,1,7,1982,1,-5,4,-4,5620,5620,4530,9620,5310,4020,-5,-5,-5,-5,-5,-5,-5,-5
1837,2,3,1981,1,429,4,-4,5240,3950,2200,5600,4720,4960,4960,2020,2020,60,60,60,500,500
1838,1,5,1981,1,429,4,-4,4720,2760,-4,8950,9620,9620,4600,4110,4110,4050,7330,4110,4110,2800
1839,2,8,1980,1,429,1,-4,4720,4720,4720,4720,5110,5110,5840,5840,5840,5840,5840,5840,5840,5840
1840,2,11,1982,1,429,1,-4,4720,4720,5350,2150,1060,1060,1060,1060,1060,1110,1110,1110,430,430
1841,2,11,1984,1,429,1,-4,-4,2720,4760,4720,5400,5400,5400,5400,4620,4620,4620,4620,4620,2320
1842,1,10,1984,1,429,1,-4,-4,9720,4220,4230,4600,-4,8220,8000,8000,-4,-4,4510,4510,4510
1843,1,5,1982,1,429,4,-4,-4,4140,4720,4720,-4,7010,7010,9990,-5,-5,4760,-5,8220,6230
1844,2,8,1983,1,429,4,-4,-4,4760,4760,4720,4720,5400,5400,5400,5240,5240,5240,4920,2340,4920
1845,1,5,1983,1,429,1,-4,-4,-4,-4,-5,6260,6240,-5,-4,7750,4250,3600,4060,4250,4250
1846,2,11,1984,1,429,1,-4,-4,-4,4060,-4,4510,4720,-4,-4,-4,-4,-4,-4,-4,-4
1847,1,5,1983,1,429,1,-4,-4,4600,4600,5240,5420,5420,5420,5420,9990,5100,-4,-4,4720,4720
1848,2,5,1980,1,-5,3,4760,3920,-5,5810,5810,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1849,1,2,1980,1,429,1,5900,5850,5120,4720,4720,4720,4720,4720,4720,4720,5810,5810,5810,5810,5810
1850,2,3,1981,1,-5,1,-4,3600,4610,3600,5100,5100,5100,-5,-5,-5,-5,-5,-5,-5,-5
1851,1,5,1982,1,429,1,4220,4130,4130,3920,-3,-3,-3,-5,-3,-3,3800,3800,3800,3800,3800
1852,1,9,1980,1,-5,4,4140,-5,-5,4520,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1853,1,5,1981,1,429,1,4720,-4,4760,1550,1550,1040,1040,1040,-5,-5,1100,1100,1020,1020,1410
1854,1,3,1980,1,429,4,5620,6230,9360,9610,4230,4040,6440,7200,7200,7340,7340,6440,6440,8960,6260
1855,2,8,1980,1,-5,4,4600,2440,4720,2020,3240,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1856,2,7,1981,1,429,4,-4,2340,2340,2340,2340,2340,2340,2340,2340,9990,2200,2200,2200,2200,2200
1857,1,3,1984,1,429,4,-4,4130,4130,-4,6240,7010,2540,2540,2540,1020,1020,1020,1020,1020,1020
1858,2,9,1981,1,429,4,-4,-4,-4,-4,-4,-4,2150,2150,2100,2100,2150,2150,2150,2150,910
1859,1,6,1981,1,-5,4,4220,4220,-5,7120,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1860,2,2,1980,1,429,4,-4,-4,4110,5400,5400,2040,2040,2040,2040,4960,4960,4960,4960,4960,4960
1861,1,4,1981,1,429,4,-4,-4,9720,9620,9620,9620,420,4920,4920,4920,4920,4920,4920,120,120
1862,2,10,1984,1,429,4,-4,-4,6050,4720,4720,4720,1550,1550,1550,1760,1760,1760,3130,3130,3130
1863,2,12,1981,1,-5,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1864,2,4,1981,1,429,4,4220,4220,4020,4020,7010,2010,430,4610,9990,1040,1040,1040,2630,2630,7010
1865,2,2,1981,1,429,4,4150,4720,-5,-5,5300,5300,5300,3600,3600,3600,3600,3600,3600,3600,4610
1866,2,2,1982,1,429,4,4050,-4,4720,4720,-5,-5,-5,3600,3600,3600,-5,4700,-5,-5,8740
1867,1,9,1982,1,429,3,-4,-4,5510,430,430,2750,4220,4220,4220,7000,7000,7000,7000,7000,7000
1868,1,11,1984,1,429,3,-4,-4,4220,4220,-4,5240,5240,5240,5240,7750,7750,7750,7750,7750,6230
1869,1,5,1983,1,429,3,-4,4020,4760,9610,5240,-5,-5,-3,-3,-3,-3,-3,-3,-3,4610
1870,2,8,1984,1,429,3,-4,-4,-4,4720,5620,4940,4130,4720,4720,4720,-4,-4,4950,4760,4720
1871,1,9,1983,1,429,3,-4,-4,-4,-4,9610,4020,-4,9990,9990,9620,4610,4610,4610,6420,5850
1872,1,12,1981,1,429,2,-4,4720,4700,4250,4250,5620,9000,4720,7330,7330,7330,7330,7330,7330,7330
1873,1,3,1980,1,429,4,4140,6360,6360,7620,7620,6360,6360,6360,6360,6360,6230,6360,6360,6360,220
1874,2,6,1982,1,429,4,-4,4720,4110,4110,4720,3600,3600,3500,3130,3130,3130,3130,3130,3130,3130
1875,2,1,1984,1,-5,4,-4,-4,9640,9640,4060,3600,3600,3600,2860,2860,2860,2860,2860,4810,-5
1876,2,3,1981,1,429,4,-4,4720,4720,4700,5260,5260,5260,-5,5700,5400,-5,5400,5400,5400,5400
1877,2,10,1981,1,429,4,-4,4720,-5,4720,4720,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1878,1,8,1984,1,429,4,-4,-4,-4,4720,4720,4720,4020,4020,4020,4020,5620,5620,5620,5620,5620
1879,1,11,1983,1,429,4,-4,-4,4020,4720,-5,6230,-5,-5,-5,6230,6730,6730,6730,-5,9130
1880,2,5,1982,1,429,4,-4,5240,4720,4720,5620,5510,5510,5510,5510,710,2200,2200,2200,2200,710
1881,1,1,1980,1,429,3,4030,-5,1900,1900,-5,6420,-5,-5,-5,6420,-4,4760,4760,4760,4760
1882,1,1,1981,1,429,4,-4,4720,8740,4740,4720,2000,-5,9130,9130,9130,4130,4130,2630,2630,4030
1883,2,6,1984,1,429,4,-4,-4,-4,-4,4600,5400,4110,4110,4110,4110,4110,4110,4600,4600,-4
1884,2,4,1980,1,429,4,4760,4760,4760,3050,3050,3050,3050,3050,3050,3050,3050,3050,3050,3050,3050
1885,1,4,1983,1,429,4,-4,-4,6760,9130,6510,6510,6510,4210,1420,1350,1350,1350,1350,1520,710
1886,1,2,1984,1,429,4,-4,4230,9620,9620,6260,6320,6320,6320,6320,6320,6320,220,220,220,220
1887,1,6,1984,1,-5,4,-4,-4,-4,4220,4720,6730,-4,-4,-4,-4,9990,1110,-4,-4,-5
1888,1,2,1984,1,429,4,-4,-4,-4,9620,9620,4030,9130,9620,4110,4050,310,4050,4050,4050,430
1889,2,8,1981,1,-5,4,-4,3600,3600,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1890,1,2,1983,1,-5,4,4950,-5,4020,4720,4720,-5,4720,2340,-5,-5,-5,-5,-5,-5,-5
1891,1,11,1984,1,-5,4,-4,-4,4250,-4,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5
1892,1,9,1981,1,-5,4,-4,4720,-5,8500,-5,-5,6230,-5,-5,-5,-5,-5,-5,-5,-5
1893,2,6,1982,1,429,4,8310,4140,4140,4720,4140,4140,4760,4760,5400,5400,5400,5400,5700,5700,5700
1894,2,10,1980,1,429,4,4720,4940,5120,4960,4600,5310,5310,5310,4040,4040,-4,-4,4900,4900,4900
1895,1,3,1983,1,429,4,-4,4430,6050,6050,6050,6230,6230,6230,6230,6230,6230,6050,220,220,220
1896,1,1,1982,1,429,4,4950,7200,8740,6330,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,9990
1897,2,5,1982,1,429,4,-4,4720,3410,4620,4060,4250,4250,5400,5400,4720,430,430,2340,1200,1200
1898,2,10,1984,1,429,4,-4,-4,-4,-4,4760,4600,4250,4130,4250,5700,5700,5700,4920,4920,4920
1899,2,7,1982,1,-5,4,-4,4020,4050,4760,4600,4760,4120,5300,5000,5000,5000,5000,-5,-5,-5
